KO_ID,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
GO:0000793,condensed chromosome,0.583222796,2.238880674,0,0,0,73/192,13.25%,CENPW;RRS1;EID3;TOP2A;SKA3;BUB1;CENPF;RIF1;NCAPD2;INCENP;ZWILCH;KIF2C;NEK2;SPDL1;CKAP5;BAZ1B;HMGB2;PLK1;CDT1;ZWINT;NUP160;SPC25-2;MAD2L1;RAD51;SMC2;NCAPH2;CBX3;TOPBP1;CENPI;LRPPRC;KIF22;BUB3;NUP107;SGO1;MLH1;H2AX;CENPO;SKA1;NCAPD3;BUB1B;SMC3;ADD3;ZW10;PBRM1;SUV39H1;CENPA;SEC13;CENPE;PAFAH1B1;APC;SMC1A;NSMCE4A;NUF2;STAG2;MACROH2A1;TPR;AURKB;SPAG5;NCAPG;RAD21;KMT5B;SMARCA5;TTK;CDK2;NSMCE1;GPATCH11;CENPT;SIN3A;NDC80;HNRNPU;TTN;LIG4;AKAP8
GO:0051983,regulation of chromosome segregation,0.644881995,2.238132588,0,0,0,40/80,12.84%,BUB1;MKI67;UBE2C;CENPF;RCC2-2;RCC2;KIF2C;SPDL1;CDC23;PLK1;CDT1;ZWINT;TACC3;CUL3;DLGAP5;MAD2L1;GEN1;BUB3;CDC27;CCNB1;BUB1B;ZW10;CSNK2A2;RAD18;CENPE;GALNT18;XRCC3;APC;PTTG1;CDC20;TPR;AURKB;RAD21;TTK;BIRC5;FBXO5;ANAPC1;NDC80;HNRNPU;TRIP13
GO:0005876,spindle microtubule,0.670297255,2.230623001,0,0,0,40/64,21.75%,SKA3;AURKA;HAUS6;PLK1;HAUS8;KIF4A;CUL3;KIF11;CLTC;KIF18B;PRC1;HAUS2;SKA1;HAUS1;ZW10;CENPE;PAFAH1B1;AURKB;CALM1;HAUS5;TTL;BIRC5;CDK1;FAM161A;RAB11A;TUBGCP3;CLASP2;HNRNPU;RMDN3;MAPRE1;KNTC1;KIFAP3;PARP4;KIF2A;KLHL22;KLHL21;HAUS3;CEP295;KIF18A;PSRC1
GO:0005844,polysome,0.675410079,2.22815871,0,0,0,31/60,15.21%,RPS6;RPL24;RPL10A;DHX9;VIM;RPL30;RPL6;RPS21;RPL7A-2;RPL7A;AGO2;ABCF1;ABCF1-2;ABCF1-4;ABCF1-7;ABCF1-3;ABCF1-6;ABCF1-5;BTF3;RPS26;PSMA1;PNPT1;RPL18A;NAA30;RPL18;IMPACT;EIF4G1;CALR;LARP4;MCRS1;PSMA6
GO:0030881,beta-2-microglobulin binding,-0.796345466,-2.218603657,0.005221932,0.147356679,0.493,11月20日,13.33%,HLA-E-3;MR1;HLA-A-7;HLA-E-7;HLA-E-6;HLA-E-2;HFE;HLA-F-4;HLA-F-5;HLA-E-4;HLA-F-3
GO:0044786,cell cycle DNA replication,0.659294374,2.212911536,0,3.95E-05,0.001,36/66,16.64%,E2F7;CDT1;PRIM1;CDC45;ZMPSTE24;MCM7;RAD51;MCM4;DONSON;MCMDC2;GMNN;TIPIN;MCM2;RFC4;RFC1;RFC2;POLD1;RFC3;TEN1;DBF4;DSCC1;TERF2IP;RFC5;MCM5;CHTF18;ATAD5;RTEL1;FBXO5;PRIM2;POLA2;PCNA;MCM6;LIG1;POLA1;GINS1;ACD
GO:0006024,glycosaminoglycan biosynthetic process,-0.596091295,-2.211782214,0.003067485,0.146574946,0.503,24/89,8.22%,CEMIP;EXT1;EXT2;HS6ST1;ST3GAL1;SDC4;LUM;SDC3;CHST15;DCN;HSPG2;ST3GAL6;NDST3;PXYLP1;CHST14;HS3ST3B1;B4GALT4;HEXA;GPC4;GPC5;B4GALT5;ANGPT1;ABCC5;NDST1
GO:0062023,collagen-containing extracellular matrix,-0.515317424,-2.20674672,0,0.146116103,0.513,88/276,11.16%,CCN1;NID2;COL3A1-2;ANGPTL2;FBN2;FBLN5;CTSC;ADAMTS1;COL4A5;COL11A1;ICAM1;THBS1;LAMB1;COL8A2;THSD4;F3;COL18A1;EFEMP1;ADAMTS8;COL5A2;TGFB2;COL4A1;MFAP4;SERPINH1;PODN;LAMA5;FGF9;ANXA5;EFNA5;LAMA4;CCDC80;LUM;COL1A2;SDC3;ADAMTSL4;FBLN1;DAG1;SERPING1;DCN;COL5A1;HSPG2;NTN4;AEBP1;SEMA3B;SPARC;WNT2;COL24A1;SOD3;COL8A1;EMILIN3;COL6A3;PSAP;SERPINB1;LTBP3;COL4A2;FGL2;TINAGL1;CTSL;BCAM;PXDN;COL9A3;COL6A6;GPC4;FBLN2;LTBP4;A1BG;GPC5;NAV2;CTSB-2;COL11A2;ANGPT1;PLGLB2;COL27A1;CLEC3B;MFAP2-2;CTSB;MFAP2;ADAMTS2;CCN3;MMRN2;A2M;ANXA6;COL16A1;MATN2;COL4A6;GPC1;MMP28;RARRES2
GO:0000280,nuclear division,0.523167161,2.2063355,0,7.57E-05,0.002,146/419,14.63%,UBE2B;RPL24;PDS5B;RRS1;KIFC1;TOP2A;NCAPH;CDCA8;CDCA5;BUB1;TPX2;MKI67;UBE2C;CENPF;ASPM;AURKA;NCAPD2;INCENP;ANLN;SPHK1;KIF2C;NEK2;SPDL1;CDC23;NUSAP1;PLK1;CDT1;KIF23;ZWINT;BRIP1;NUP160;KIF4A;TACC3;CCNB2;RANBP1;MYBL1;PSMD13;RAD54L;CUL3;NIPBL;KIFC1-2;CEP192;DLGAP5;MAD2L1;KIF4B;RAD51;SMC2;NCAPH2;KIF11;MYBL2;KIF22;GEN1;BUB3;KIF18B;RAD51AP1;NUP107;MSH3;PRC1;SGO1;CDC27;MLH1;NCAPD3;UBB;NDC1;AHCTF1;CCNB1;BUB1B;CENPX;SMC3;ZW10;CSNK2A2;SMC4;SEC13;CENPE;GALNT18;XRCC3;APC;SMC1A;GPR3;EREG;PTTG1;CDC20;NUF2;STAG2;NUP188;PHB2;WASHC5;CENPS-CORT;DSCC1;MACROH2A1;TPR;EHMT2-6;NUP93;AURKB;SPAG5;RAD51B;NCAPG;RAD21;PDS5A;TTK;CHMP3;VPS4B;POM121;BIRC5;PLCB1;CDK1;ACTR2;FANCM;FBXO5;PDXP;ANAPC1;PKMYT1;MRE11;NUDC;TEX15;EME1;RACGAP1;AAAS-2;RAB11A;NDC80;NSFL1C;CALR;PHIP;CEP97;KIF20B;NUP62;CLASP2;KATNB1;TOP2B;HNRNPU;TRIP13;TTN;EML4;PIN1;AKAP8;MSX1;PRMT5;USP16-2;USP16;KIF3B;CEP85;MEIOB;SEPTIN1;VRK1;NUP205;MND1
GO:0051928,positive regulation of calcium ion transport,-0.604711915,-2.205999719,0,0.14066309,0.514,23/82,10.15%,CEMIP;CCL2;GSTM2;WFS1;JPH2;MYLK;P2RY6;G6PD;HSPA2;P2RX4;P2RX7;DRD1;PLCG1;TRPC6;CAPN3;STIM1;SRI;CD4;CACNB2;EHD3;HAP1;KCNE3;THY1
GO:0015934,large ribosomal subunit,0.618460493,2.205255725,0,7.27E-05,0.002,43/101,14.56%,RPL24;RPL10A;RPL15;MRPL1;RPL26;MRPL3;MRPL58;RPL17;MRPL51;RPL30;RPLP0;RPL6;RPL7A-2;RPL7A;MRPL50;RPL29;NDUFAB1;MRPL46;MRPL37;RPL26L1;RPL10;MRPL20;RSL24D1;RPL18A;RPL35;MRPL24;MRPL39;RPL18;MRPL10;RPL14;ZCCHC17;RPL32;MRPL21;RPL28;RPLP2;MRPL54;RPL36A;RPL4;RPL5;RPL23;MRPL27;MRPS18A;MPV17L2
GO:0006023,aminoglycan biosynthetic process,-0.585065889,-2.203351785,0.003076923,0.137710093,0.514,24/94,8.22%,CEMIP;EXT1;EXT2;HS6ST1;ST3GAL1;SDC4;LUM;SDC3;CHST15;DCN;HSPG2;ST3GAL6;NDST3;PXYLP1;CHST14;HS3ST3B1;B4GALT4;HEXA;GPC4;GPC5;B4GALT5;ANGPT1;ABCC5;NDST1
GO:0051304,chromosome separation,0.624041001,2.201902455,0,6.99E-05,0.002,45/87,13.91%,TOP2A;BUB1;UBE2C;CENPF;SPDL1;CDC23;PLK1;CDT1;ZWINT;TACC3;CUL3;DLGAP5;MAD2L1;NCAPH2;GEN1;BUB3;CDC27;MLH1;NCAPD3;CCNB1;BUB1B;CENPX;ZW10;CSNK2A2;CENPE;GALNT18;XRCC3;APC;PTTG1;CDC20;CENPS-CORT;TPR;AURKB;RAD21;TTK;BIRC5;FANCM;FBXO5;ANAPC1;EME1;NDC80;TOP2B;TRIP13;SMARCAD1;MEIOB
GO:0051310,metaphase plate congression,0.666174516,2.194961086,0,0.000134542,0.003,39/63,22.27%,RRS1;KIFC1;CDCA8;CENPF;INCENP;KIF2C;SPDL1;CDC23;CDT1;CUL3;KIFC1-2;KIF22;GEM;MLH1;CCNB1;ZW10;CENPE;NUF2;AURKB;FAM83D;SPAG5;VPS4B;TTL;NUDC;RAB11A;NDC80;NUP62;HNRNPU;EML4;SEPTIN1;CHMP4C;KPNB1;CHMP4A;CHMP4A-2;CENPC;KIF18A;PSRC1;MIS12;SEH1L
GO:0030203,glycosaminoglycan metabolic process,-0.559309518,-2.191290579,0,0.144770947,0.537,30/119,8.22%,CEMIP;EXT1;PIM1;EXT2;HGSNAT;HS6ST1;ST3GAL1;SDC4;SGSH;LUM;SDC3;CHST15;DCN;HSPG2;ST3GAL6;HGF;NDST3;PXYLP1;ARSB;IDUA;CHST14;HS3ST3B1;B4GALT4;HEXA;GPC4;GPC5;B4GALT5;ANGPT1;ABCC5;NDST1
GO:0000776,kinetochore,0.618853241,2.189054745,0,0.000129737,0.003,40/102,11.72%,CENPW;SKA3;BUB1;CENPF;INCENP;ZWILCH;KIF2C;NEK2;SPDL1;CKAP5;CDT1;ZWINT;NUP160;SPC25-2;MAD2L1;CENPI;KIF22;BUB3;NUP107;SGO1;CENPO;SKA1;BUB1B;ZW10;PBRM1;CENPA;SEC13;CENPE;PAFAH1B1;APC;SMC1A;NUF2;TPR;AURKB;SPAG5;TTK;GPATCH11;CENPT;SIN3A;NDC80
GO:0002920,regulation of humoral immune response,-0.659157978,-2.186109515,0.002816901,0.144012599,0.54,12/48,8.16%,MASP1-2;MASP1;C1R-2;C1R;C1S;C6;SERPING1;CFB-2;CFB-3;CFB-7;CFB-5;CD55
GO:0002455,humoral immune response mediated by circulating immunoglobulin,-0.754592889,-2.18554546,0.002688172,0.139371834,0.54,8月27日,3.69%,C1R-2;C1R;C1S;C1RL-2;C1RL;C6;SERPING1;BCL3
GO:0030020,extracellular matrix structural constituent conferring tensile strength,-0.733401193,-2.184123563,0.002724796,0.135415033,0.54,13/25,10.78%,COL3A1-2;COL4A5;COL5A2;COL4A1;COL1A2;COL5A1;COL6A3;COL4A2;COL9A3;COL11A2;COL27A1;COL16A1;COL4A6
GO:0033260,nuclear DNA replication,0.65781226,2.180788899,0,0.000156579,0.004,34/61,16.64%,CDT1;PRIM1;CDC45;ZMPSTE24;MCM7;RAD51;MCM4;DONSON;MCMDC2;GMNN;TIPIN;MCM2;RFC4;RFC1;RFC2;POLD1;RFC3;TEN1;DBF4;DSCC1;TERF2IP;RFC5;MCM5;CHTF18;ATAD5;RTEL1;PRIM2;POLA2;PCNA;MCM6;LIG1;POLA1;GINS1;ACD
GO:0042254,ribosome biogenesis,0.528582972,2.180036634,0,0.00015136,0.004,158/321,25.46%,RPS6;RPL24;RRS1;ABCE1;RPL10A;NHP2;UTP15;NOP9;EBNA1BP2;RPL15;PAK1IP1;PA2G4;METTL15;MRPL1;RPF1;RPLP0;C1D;DIS3;RPS8;DDX10;UTP25;RPL6;EXOSC6;DDX21;RPS21;RPL7A-2;EFL1;RPL7A;UTP20;GTPBP4;RPSA2;LYAR;RPL29;EXOSC8;EIF6;NSA2;NPM1;MRPS11;RPS2;RPS2-2;NOP58;SART1;DHX29;RPS24;EIF2A;C1QBP;BUD23;SUV39H1;PIH1D1;LOC102724159;NOC4L-2;XPO1;DDX18;NOL10;RPS14;NOP10-2;NOP10;RPL10;BMS1;RSL1D1;MRPL20;DDX54;CUL4B;RSL24D1;RPP30;FASTKD2;RPL18A;RPL35;NOB1;ABT1;MPHOSPH10;MRPS2;RPSA;NOC2L;ERI1-2;RPL18;DDX28;MRPL10;FRG1-2;FRG1-3;FRG1-4;FRG1;DDX56;RPL14;RRP1B;WDR3;GNL2;FBL;FBL-2;CHD7;NOP56;RRP36;RPL28;LAS1L;NPM3;RPL4;SDAD1;WDR18;RPL5;KRR1;EXOSC5;THUMPD1;NOL8-2;RPS16;ERI1;MPV17L2;GTPBP10;TEX10;RPP25;RPS7;NAF1;NOLC1;RPS27;XRCC5;SBDS;NVL;RRP7A;METTL5;EXOSC2;UTP6;NUP88;UTP14A;RPS10;UTP3;XRN2;EXOSC9;RPL7;FDXACB1;GAR1;TFB2M;RPF2;RIOK2;PES1;RPL8;WDR43;EMG1;DDX31;RRP9;TSR1;MTREX;WDR74;RPL19;MRM1;NOL11;WDR36;ABT1-2;BOP1-2;DDX52-2;RPL31;HEATR1;RRP15;DKC1;NOM1;ERAL1;MPHOSPH6;MRTO4;MRM3;NOP9-2
GO:0042273,ribosomal large subunit biogenesis,0.6475457,2.179174345,0,0.000146477,0.004,28/70,12.59%,RPL24;RRS1;RPL10A;NHP2;PAK1IP1;MRPL1;RPF1;RPLP0;RPL6;RPL7A-2;RPL7A;GTPBP4;EIF6;NSA2;NPM1;DDX18;RPL10;RSL1D1;MRPL20;RSL24D1;FASTKD2;RPL35;NOC2L;DDX28;RPL14;LAS1L;SDAD1;RPL5
GO:0051306,mitotic sister chromatid separation,0.65378347,2.178587602,0,0.0001419,0.004,33/61,12.84%,BUB1;UBE2C;CENPF;SPDL1;CDC23;PLK1;CDT1;ZWINT;TACC3;CUL3;DLGAP5;MAD2L1;NCAPH2;GEN1;BUB3;CDC27;CCNB1;BUB1B;ZW10;CENPE;XRCC3;APC;PTTG1;CDC20;TPR;AURKB;RAD21;TTK;BIRC5;FBXO5;ANAPC1;NDC80;TRIP13
GO:0001916,positive regulation of T cell mediated cytotoxicity,-0.727493099,-2.177799159,0.005540166,0.13555251,0.549,15/29,14.00%,HLA-E-3;PVR;MR1;HLA-A-7;HLA-E-7;HLA-E-6;HLA-E-2;IL12A;HLA-F-4;HLA-F-5;HLA-E-4;HLA-B-2;HLA-B-4;HLA-F-3;NECTIN2
GO:0022625,cytosolic large ribosomal subunit,0.707085937,2.173435055,0,0.0001376,0.004,25/44,12.99%,RPL24;RPL10A;RPL15;MRPL1;RPL17;RPL30;RPLP0;RPL6;RPL7A-2;RPL7A;RPL29;RPL10;RSL24D1;RPL18A;RPL35;RPL18;RPL14;ZCCHC17;RPL32;RPL28;RPLP2;RPL36A;RPL4;RPL5;RPL23
GO:0034724,DNA replication-independent nucleosome organization,0.706801625,2.172808021,0,0.000133553,0.004,26/44,13.48%,CENPW;KNL1;SUPT16H;HJURP;IPO4-2;OIP5;ITGB3BP;CENPI;MIS18BP1;CENPU;CENPO;NPM1;CENPX;CENPA;CENPM;RSF1;CENPS-CORT;HAT1-2;SMARCA5;IPO4;MIS18A;CENPT;ASF1A;NASP;RBBP4;CENPN
GO:0010965,regulation of mitotic sister chromatid separation,0.655365061,2.171915073,0,0.000129737,0.004,32/59,12.84%,BUB1;UBE2C;CENPF;SPDL1;CDC23;PLK1;CDT1;ZWINT;TACC3;CUL3;DLGAP5;MAD2L1;GEN1;BUB3;CDC27;CCNB1;BUB1B;ZW10;CENPE;XRCC3;APC;PTTG1;CDC20;TPR;AURKB;RAD21;TTK;BIRC5;FBXO5;ANAPC1;NDC80;TRIP13
GO:0006364,rRNA processing,0.538282298,2.171274721,0,0.000126133,0.004,137/250,28.31%,RPS6;RRS1;RPL10A;NHP2;UTP15;NOP9;RPL15;PA2G4;METTL15;MRPL1;RPF1;C1D;DIS3;RPS8;DDX10;UTP25;EXOSC6;DDX21;RPS21;RPL7A-2;RPL7A;UTP20;GTPBP4;LYAR;RPL29;EXOSC8;EIF6;NSA2;MRPS11;RPS2;RPS2-2;SART1;RPS24;BUD23;SUV39H1;PIH1D1;LOC102724159;NOC4L-2;DDX18;NOL10;RPS14;NOP10-2;NOP10;RPL10;BMS1;RSL1D1;DDX54;RPP30;RPL18A;RPL35;NOB1;ABT1;MPHOSPH10;ERI1-2;RPL18;FRG1-2;FRG1-3;FRG1-4;FRG1;DDX56;RPL14;RRP1B;WDR3;FBL;FBL-2;CHD7;NOP56;RRP36;RPL28;LAS1L;NPM3;RPL4;WDR18;RPL5;KRR1;EXOSC5;THUMPD1;NOL8-2;RPS16;ERI1;TEX10;RPP25;RPS7;NAF1;NOLC1;RPS27;SBDS;NVL;RRP7A;METTL5;EXOSC2;UTP6;UTP14A;UTP3;XRN2;EXOSC9;RPL7;FDXACB1;GAR1;TFB2M;RPF2;RIOK2;PES1;RPL8;WDR43;EMG1;RRP9;TSR1;MTREX;WDR74;RPL19;MRM1;NOL11;WDR36;ABT1-2;BOP1-2;DDX52-2;RPL31;HEATR1;RRP15;DKC1;MPHOSPH6;MRTO4;MRM3;NOP9-2;ERI3;RIOK1;MAK16;WDR12;RPLP1;RPL27;PWP2;RRP1;ERCC2;MDN1;UTP23;EXOSC10
GO:0005581,collagen trimer,-0.604574057,-2.170938685,0.003267974,0.135643292,0.563,25/72,8.60%,COL3A1-2;COL4A5;COL11A1;COL8A2;COL18A1;COL5A2;COL4A1;SERPINH1;C1QTNF1;CCBE1;LUM;COL1A2;DCN;COL5A1;COL24A1;COL8A1;COL6A3;COL4A2;COLEC10;C1QTNF7;COL9A3;COL6A6;HIVEP3;COL11A2;COL27A1
GO:0031012,extracellular matrix,-0.492170607,-2.166760829,0,0.130442819,0.571,112/384,11.22%,CCN1;CCN2;NID2;COL3A1-2;ANGPTL2;OLFML2A;FBN2;FBLN5;CRISPLD2;CTSC;ADAMTS1;COL4A5;COL11A1;ICAM1;THBS1;LAMB1;COL8A2;THSD4;F3;COL18A1;EFEMP1;ADAMTS8;COL5A2;TGFB2;COL4A1;MFAP4;TIMP2;SERPINH1;PODN;LAMA5;FGF9;FLRT3;GP1BA;ANXA5;ADAMTS7;CCBE1;EFNA5;LAMA4;CCDC80;LUM;VEGFA;PTX3;COL1A2;SDC3;ADAMTSL4;FBLN1;DAG1;TNFRSF11B;SERPING1;DCN;COL5A1;HSPG2;NTN4;AEBP1;SEMA3B;SPARC;WNT2;COL24A1;SOD3;COL8A1;EMILIN3;COL6A3;PSAP;CCN4;SERPINB1;LTBP3;LRIG3;COL4A2;FGL2;TINAGL1;CTSL;FGF1;BCAM;PXDN;COL9A3;COL6A6;GPC4;FBLN2;OVGP1;LTBP4;MMP11-2;MMP11;A1BG;GPC5;NAV2;CTSB-2;COL11A2;ANGPT1;PLGLB2;ADAMTS9;COL27A1;LRRTM2;CLEC3B;MFAP2-2;CTSB;MFAP2;ALPL;ADAMTS2;CCN3;MMRN2;A2M;ANXA6;COL16A1;MATN2;GFOD2;RTN4RL2;ADAMTSL5;COL4A6;GPC1;MMP28;RARRES2;RELN
GO:0030312,external encapsulating structure,-0.492170607,-2.166760829,0,0.130442819,0.571,112/384,11.22%,CCN1;CCN2;NID2;COL3A1-2;ANGPTL2;OLFML2A;FBN2;FBLN5;CRISPLD2;CTSC;ADAMTS1;COL4A5;COL11A1;ICAM1;THBS1;LAMB1;COL8A2;THSD4;F3;COL18A1;EFEMP1;ADAMTS8;COL5A2;TGFB2;COL4A1;MFAP4;TIMP2;SERPINH1;PODN;LAMA5;FGF9;FLRT3;GP1BA;ANXA5;ADAMTS7;CCBE1;EFNA5;LAMA4;CCDC80;LUM;VEGFA;PTX3;COL1A2;SDC3;ADAMTSL4;FBLN1;DAG1;TNFRSF11B;SERPING1;DCN;COL5A1;HSPG2;NTN4;AEBP1;SEMA3B;SPARC;WNT2;COL24A1;SOD3;COL8A1;EMILIN3;COL6A3;PSAP;CCN4;SERPINB1;LTBP3;LRIG3;COL4A2;FGL2;TINAGL1;CTSL;FGF1;BCAM;PXDN;COL9A3;COL6A6;GPC4;FBLN2;OVGP1;LTBP4;MMP11-2;MMP11;A1BG;GPC5;NAV2;CTSB-2;COL11A2;ANGPT1;PLGLB2;ADAMTS9;COL27A1;LRRTM2;CLEC3B;MFAP2-2;CTSB;MFAP2;ALPL;ADAMTS2;CCN3;MMRN2;A2M;ANXA6;COL16A1;MATN2;GFOD2;RTN4RL2;ADAMTSL5;COL4A6;GPC1;MMP28;RARRES2;RELN
GO:0006022,aminoglycan metabolic process,-0.545574742,-2.166730251,0,0.126606265,0.571,31/127,8.22%,CEMIP;EXT1;PIM1;EXT2;HGSNAT;HS6ST1;ST3GAL1;SDC4;SGSH;LUM;SDC3;CHST15;DCN;HSPG2;ST3GAL6;HGF;NDST3;PXYLP1;ARSB;IDUA;CHST14;HS3ST3B1;B4GALT4;HEXA;GPC4;OVGP1;GPC5;B4GALT5;ANGPT1;ABCC5;NDST1
GO:1905818,regulation of chromosome separation,0.643961157,2.159039431,0,0.000147269,0.005,34/64,12.84%,BUB1;UBE2C;CENPF;SPDL1;CDC23;PLK1;CDT1;ZWINT;TACC3;CUL3;DLGAP5;MAD2L1;GEN1;BUB3;CDC27;CCNB1;BUB1B;ZW10;CSNK2A2;CENPE;GALNT18;XRCC3;APC;PTTG1;CDC20;TPR;AURKB;RAD21;TTK;BIRC5;FBXO5;ANAPC1;NDC80;TRIP13
GO:0060669,embryonic placenta morphogenesis,-0.806165091,-2.15846319,0.002564103,0.129421489,0.591,5月18日,4.29%,CCN1;ADM;SOCS3;CDKN1C;SPINT2
GO:0071103,DNA conformation change,0.552749052,2.15734286,0,0.000143393,0.005,106/220,19.80%,CENPW;TOP2A;NCAPH;KNL1;HJURP;NCAPD2;MBD2;TSPYL4;INCENP;NUSAP1;IPO4-2;HMGB2;DHX9;OIP5;ASCC3;MCM7;RECQL4;ITGB3BP;RAD51;MCM4;SMC2;NCAPH2;RECQL;CENPI;MIS18BP1;CHAF1B;MCMDC2;CENPU;NAP1L4;H2AX;MCM2;NBN;RFC4;CENPO;NCAPD3;NPM1;RFC2;RFC3;DDX1;CCNB1;H1-10;CENPX;HMGB3;CSNK2A2;SUV39H1;CENPA;TSPYL2;SMC4;GALNT18;CENPM;RSF1;MNAT1;CENPS-CORT;DSCC1;MACROH2A1;KAT6B-2;H1-0;H2BC11;CUL4B;HAT1-2;RFC5;NCAPG;PURA;SMARCA5;NOC2L;CHTF18;IPO4;MIS18A;CDK1;DHX36;RTEL1;TREX1;MRE11;CENPT;ASF1A;MCM9;NASP;TOP2B;RBBP4;TTN;AKAP8;DDX11;CENPN;MCM6;MTERF1;NAA10;GTF2H2C-3;GRWD1;PSME4;HELLS;CETN2-2;CETN2;BANF1;SRPK1;AIFM1;H1-5;ASXL2;RBBP7;SSBP1-2;ASF1B;ASF1B-2;HP1BP3;RNF8;BLM;HNRNPA2B1;TOP1
GO:0005657,replication fork,0.654729178,2.156582645,0,0.000139717,0.005,32/65,15.62%,UBE2B;RADX;BAZ1B;PRIM1;BCAS2;UHRF1;DONSON;H2AX;TIPIN;NBN;RFC4;RFC1;RFC2;POLD1;RFC3;RAD18;MCM10;XRCC3;RFC5;RAD51B;SMARCA5;POLD3;TREX1;PRIM2;MRE11;TONSL-2;POLA2;WDHD1;PCNA;SMARCAD1;HMCES;POLA1
GO:0071357,cellular response to type I interferon,-0.583577182,-2.155442469,0,0.124549089,0.594,42/93,13.74%,HLA-E-3;GBP2;IFI35;STAT2;IFITM3;IRF9;METTL3;ADAR;PSMB8-3;PSMB8-5;PSMB8-8;PSMB8-2;PSMB8-6;PSMB8;PSMB8-7;IRF9-2;IRF2;HLA-A-7;IFITM1;HLA-E-7;HLA-E-6;HLA-E-2;IFITM2;IFNAR2;IRF7-2;IFIT1;HLA-F-4;USP18;HLA-F-5;MAVS;RNASEL;YTHDF2;SAMHD1;HLA-E-4;HLA-B-2;HLA-B-4;MX2;HLA-F-3;MX1;IFIT5;TRIM34;IFIT3
GO:0060337,type I interferon signaling pathway,-0.583577182,-2.155442469,0,0.124549089,0.594,42/93,13.74%,HLA-E-3;GBP2;IFI35;STAT2;IFITM3;IRF9;METTL3;ADAR;PSMB8-3;PSMB8-5;PSMB8-8;PSMB8-2;PSMB8-6;PSMB8;PSMB8-7;IRF9-2;IRF2;HLA-A-7;IFITM1;HLA-E-7;HLA-E-6;HLA-E-2;IFITM2;IFNAR2;IRF7-2;IFIT1;HLA-F-4;USP18;HLA-F-5;MAVS;RNASEL;YTHDF2;SAMHD1;HLA-E-4;HLA-B-2;HLA-B-4;MX2;HLA-F-3;MX1;IFIT5;TRIM34;IFIT3
GO:0007091,metaphase/anaphase transition of mitotic cell cycle,0.651104808,2.153067448,0,0.000136224,0.005,31/58,12.84%,BUB1;UBE2C;CENPF;SPDL1;CDC23;PLK1;CDT1;ZWINT;TACC3;CUL3;DLGAP5;MAD2L1;GEN1;BUB3;CDC27;CCNB1;BUB1B;ZW10;CENPE;XRCC3;APC;CDC20;TPR;AURKB;RAD21;TTK;BIRC5;FBXO5;ANAPC1;NDC80;TRIP13
GO:0098687,chromosomal region,0.533436175,2.151863077,0,0.000132901,0.005,136/289,20.53%,CENPW;PDS5B;EID3;TOP2A;CDCA8;NHP2;SKA3;BUB1;CENPF;HJURP;RCC2-2;RCC2;RIF1;NCAPD2;INCENP;ZWILCH;KIF2C;NEK2;SPDL1;CKAP5;BAZ1B;CDT1;ZWINT;OIP5;NUP160;SPC25-2;MAD2L1;MCM7;RECQL4;RAD51;MCM4;CBX3;CENPI;KIF22;BUB3;RAD51AP1;FEN1;NUP107;SGO1;CENPU;H2AX;SP100;MCM2;NBN;TELO2;CENPO;SKA1;NCAPD3;BUB1B;XRCC1;TOX4;EZH2;SMC3;ZW10;PBRM1;SUV39H1;CENPA;TEN1;SMC4;SEC13;CENPE;LRIF1;XRCC3;PAFAH1B1;APC;SMC1A;NSMCE4A;NUF2;STAG2;MSH2;PTGES3;ORC1;DSCC1;MACROH2A1;TPR;PPP2CA;HAT1-2;AURKB;TERF2IP;SPAG5;NCAPG;RAD21;MCM5;KMT5B;PPP1CA;PDS5A;TTK;BIRC5;MIS18A;CDK1;CDK2;DHX36;RTEL1;NSMCE1;MRE11;DCLRE1B;GPATCH11;PARP1;CENPT;SMG6;SIN3A;NDC80;PRKDC;HNRNPU;SMCHD1;PCNA;PPP1CC;CDC73;MCM6;WRAP53;KAT8;CENPH;TNKS2;KNSTRN;KNTC1;HELLS;DYNC1LI2;ACD;XRCC5;SS18L1;ESCO2;TFIP11;SGO2;POLR2B;ATF7;RNF8;DYNC1I1;BLM;HNRNPA2B1;ERCC4;GAR1;DOT1L;DMC1;DAXX-3;NUP133;CLIP1
GO:0007080,mitotic metaphase plate congression,0.675659371,2.150275751,0,0.000129737,0.005,33/48,24.29%,RRS1;KIFC1;CDCA8;KIF2C;SPDL1;CDC23;CDT1;CUL3;KIFC1-2;KIF22;CCNB1;ZW10;CENPE;NUF2;AURKB;VPS4B;NUDC;RAB11A;NDC80;NUP62;HNRNPU;EML4;CHMP4C;KPNB1;CHMP4A;CHMP4A-2;CENPC;KIF18A;PSRC1;MIS12;SEH1L;MAD1L1;PINX1
